# E_{dir,x} QE num, $\epsilon_1$ = 1, v = c/400 $\mu$m/s, $\omega$ = 0.01THz, b = -2.00$\mu$m
# plot_fieldE_direct2.2.py
 (4.17564300854e-02+1.56623290742e+00j)	 (4.09130307339e-02+1.56625083185e+00j)	 (4.00696212118e-02+1.56626838918e+00j)	 (3.92262017366e-02+1.56628557951e+00j)	 (3.83827725253e-02+1.56630240291e+00j)	 (3.75393337942e-02+1.56631885946e+00j)	 (3.66958857595e-02+1.56633494922e+00j)	 (3.58524286367e-02+1.56635067227e+00j)	 (3.50089626409e-02+1.56636602869e+00j)	 (3.41654879869e-02+1.56638101854e+00j)	 (3.33220048888e-02+1.56639564189e+00j)	 (3.24785135606e-02+1.56640989881e+00j)	 (3.16350142157e-02+1.56642378936e+00j)	 (3.07915070672e-02+1.56643731360e+00j)	 (2.99479923278e-02+1.56645047159e+00j)	 (2.91044702097e-02+1.56646326341e+00j)	 (2.82609409249e-02+1.56647568909e+00j)	 (2.74174046851e-02+1.56648774870e+00j)	 (2.65738617014e-02+1.56649944230e+00j)	 (2.57303121849e-02+1.56651076993e+00j)	 (2.48867563460e-02+1.56652173165e+00j)	 (2.40431943952e-02+1.56653232751e+00j)	 (2.31996265424e-02+1.56654255755e+00j)	 (2.23560529973e-02+1.56655242182e+00j)	 (2.15124739693e-02+1.56656192037e+00j)	 (2.06688896676e-02+1.56657105324e+00j)	 (1.98253003011e-02+1.56657982047e+00j)	 (1.89817060785e-02+1.56658822210e+00j)	 (1.81381072080e-02+1.56659625816e+00j)	 (1.72945038980e-02+1.56660392871e+00j)	 (1.64508963563e-02+1.56661123376e+00j)	 (1.56072847908e-02+1.56661817336e+00j)	 (1.47636694089e-02+1.56662474753e+00j)	 (1.39200504180e-02+1.56663095630e+00j)	 (1.30764280254e-02+1.56663679971e+00j)	 (1.22328024379e-02+1.56664227777e+00j)	 (1.13891738626e-02+1.56664739052e+00j)	 (1.05455425060e-02+1.56665213797e+00j)	 (9.70190857471e-03+1.56665652016e+00j)	 (8.85827227526e-03+1.56666053709e+00j)	 (8.01463381391e-03+1.56666418879e+00j)	 (7.17099339690e-03+1.56666747527e+00j)	 (6.32735123033e-03+1.56667039655e+00j)	 (5.48370752025e-03+1.56667295264e+00j)	 (4.64006247261e-03+1.56667514355e+00j)	 (3.79641629330e-03+1.56667696929e+00j)	 (2.95276918816e-03+1.56667842988e+00j)	 (2.10912136297e-03+1.56667952531e+00j)	 (1.26547302349e-03+1.56668025560e+00j)	 (4.21824375449e-04+1.56668062074e+00j)	 (-4.21824375449e-04+1.56668062074e+00j)	 (-1.26547302349e-03+1.56668025560e+00j)	 (-2.10912136297e-03+1.56667952531e+00j)	 (-2.95276918816e-03+1.56667842988e+00j)	 (-3.79641629330e-03+1.56667696929e+00j)	 (-4.64006247261e-03+1.56667514355e+00j)	 (-5.48370752025e-03+1.56667295264e+00j)	 (-6.32735123033e-03+1.56667039655e+00j)	 (-7.17099339690e-03+1.56666747527e+00j)	 (-8.01463381391e-03+1.56666418879e+00j)	 (-8.85827227526e-03+1.56666053709e+00j)	 (-9.70190857471e-03+1.56665652016e+00j)	 (-1.05455425060e-02+1.56665213797e+00j)	 (-1.13891738626e-02+1.56664739052e+00j)	 (-1.22328024379e-02+1.56664227777e+00j)	 (-1.30764280254e-02+1.56663679971e+00j)	 (-1.39200504180e-02+1.56663095630e+00j)	 (-1.47636694089e-02+1.56662474753e+00j)	 (-1.56072847908e-02+1.56661817336e+00j)	 (-1.64508963563e-02+1.56661123376e+00j)	 (-1.72945038980e-02+1.56660392871e+00j)	 (-1.81381072080e-02+1.56659625816e+00j)	 (-1.89817060785e-02+1.56658822210e+00j)	 (-1.98253003011e-02+1.56657982047e+00j)	 (-2.06688896676e-02+1.56657105324e+00j)	 (-2.15124739693e-02+1.56656192037e+00j)	 (-2.23560529973e-02+1.56655242182e+00j)	 (-2.31996265424e-02+1.56654255755e+00j)	 (-2.40431943952e-02+1.56653232751e+00j)	 (-2.48867563460e-02+1.56652173165e+00j)	 (-2.57303121849e-02+1.56651076993e+00j)	 (-2.65738617014e-02+1.56649944230e+00j)	 (-2.74174046851e-02+1.56648774870e+00j)	 (-2.82609409249e-02+1.56647568909e+00j)	 (-2.91044702097e-02+1.56646326341e+00j)	 (-2.99479923278e-02+1.56645047159e+00j)	 (-3.07915070672e-02+1.56643731360e+00j)	 (-3.16350142157e-02+1.56642378936e+00j)	 (-3.24785135606e-02+1.56640989881e+00j)	 (-3.33220048888e-02+1.56639564189e+00j)	 (-3.41654879869e-02+1.56638101854e+00j)	 (-3.50089626409e-02+1.56636602869e+00j)	 (-3.58524286367e-02+1.56635067227e+00j)	 (-3.66958857595e-02+1.56633494922e+00j)	 (-3.75393337942e-02+1.56631885946e+00j)	 (-3.83827725253e-02+1.56630240291e+00j)	 (-3.92262017366e-02+1.56628557951e+00j)	 (-4.00696212118e-02+1.56626838918e+00j)	 (-4.09130307339e-02+1.56625083185e+00j)	 (-4.17564300854e-02+1.56623290742e+00j)
 (4.17621186562e-02+1.56643879778e+00j)	 (4.09186044715e-02+1.56645672520e+00j)	 (4.00750801109e-02+1.56647428546e+00j)	 (3.92315457920e-02+1.56649147866e+00j)	 (3.83880017317e-02+1.56650830486e+00j)	 (3.75444481467e-02+1.56652476415e+00j)	 (3.67008852532e-02+1.56654085659e+00j)	 (3.58573132668e-02+1.56655658227e+00j)	 (3.50137324026e-02+1.56657194125e+00j)	 (3.41701428757e-02+1.56658693360e+00j)	 (3.33265449002e-02+1.56660155939e+00j)	 (3.24829386903e-02+1.56661581869e+00j)	 (3.16393244594e-02+1.56662971155e+00j)	 (3.07957024207e-02+1.56664323805e+00j)	 (2.99520727871e-02+1.56665639824e+00j)	 (2.91084357709e-02+1.56666919218e+00j)	 (2.82647915843e-02+1.56668161994e+00j)	 (2.74211404388e-02+1.56669368157e+00j)	 (2.65774825460e-02+1.56670537711e+00j)	 (2.57338181168e-02+1.56671670663e+00j)	 (2.48901473619e-02+1.56672767018e+00j)	 (2.40464704918e-02+1.56673826781e+00j)	 (2.32027877165e-02+1.56674849955e+00j)	 (2.23590992460e-02+1.56675836547e+00j)	 (2.15154052896e-02+1.56676786561e+00j)	 (2.06717060567e-02+1.56677700000e+00j)	 (1.98280017563e-02+1.56678576869e+00j)	 (1.89842925971e-02+1.56679417172e+00j)	 (1.81405787877e-02+1.56680220913e+00j)	 (1.72968605363e-02+1.56680988096e+00j)	 (1.64531380510e-02+1.56681718723e+00j)	 (1.56094115397e-02+1.56682412798e+00j)	 (1.47656812100e-02+1.56683070325e+00j)	 (1.39219472694e-02+1.56683691306e+00j)	 (1.30782099252e-02+1.56684275744e+00j)	 (1.22344693844e-02+1.56684823642e+00j)	 (1.13907258542e-02+1.56685335002e+00j)	 (1.05469795412e-02+1.56685809827e+00j)	 (9.70323065223e-03+1.56686248118e+00j)	 (8.85947939375e-03+1.56686649878e+00j)	 (8.01572597224e-03+1.56687015109e+00j)	 (7.17197059400e-03+1.56687343812e+00j)	 (6.32821346528e-03+1.56687635989e+00j)	 (5.48445479221e-03+1.56687891640e+00j)	 (4.64069478087e-03+1.56688110768e+00j)	 (3.79693363725e-03+1.56688293373e+00j)	 (2.95317156730e-03+1.56688439456e+00j)	 (2.10940877692e-03+1.56688549018e+00j)	 (1.26564547197e-03+1.56688622059e+00j)	 (4.21881858294e-04+1.56688658579e+00j)	 (-4.21881858294e-04+1.56688658579e+00j)	 (-1.26564547197e-03+1.56688622059e+00j)	 (-2.10940877692e-03+1.56688549018e+00j)	 (-2.95317156730e-03+1.56688439456e+00j)	 (-3.79693363725e-03+1.56688293373e+00j)	 (-4.64069478087e-03+1.56688110768e+00j)	 (-5.48445479221e-03+1.56687891640e+00j)	 (-6.32821346528e-03+1.56687635989e+00j)	 (-7.17197059400e-03+1.56687343812e+00j)	 (-8.01572597224e-03+1.56687015109e+00j)	 (-8.85947939375e-03+1.56686649878e+00j)	 (-9.70323065223e-03+1.56686248118e+00j)	 (-1.05469795412e-02+1.56685809827e+00j)	 (-1.13907258542e-02+1.56685335002e+00j)	 (-1.22344693844e-02+1.56684823642e+00j)	 (-1.30782099252e-02+1.56684275744e+00j)	 (-1.39219472694e-02+1.56683691306e+00j)	 (-1.47656812100e-02+1.56683070325e+00j)	 (-1.56094115397e-02+1.56682412798e+00j)	 (-1.64531380510e-02+1.56681718723e+00j)	 (-1.72968605363e-02+1.56680988096e+00j)	 (-1.81405787877e-02+1.56680220913e+00j)	 (-1.89842925971e-02+1.56679417172e+00j)	 (-1.98280017563e-02+1.56678576869e+00j)	 (-2.06717060567e-02+1.56677700000e+00j)	 (-2.15154052896e-02+1.56676786561e+00j)	 (-2.23590992460e-02+1.56675836547e+00j)	 (-2.32027877165e-02+1.56674849955e+00j)	 (-2.40464704918e-02+1.56673826781e+00j)	 (-2.48901473619e-02+1.56672767018e+00j)	 (-2.57338181168e-02+1.56671670663e+00j)	 (-2.65774825460e-02+1.56670537711e+00j)	 (-2.74211404388e-02+1.56669368157e+00j)	 (-2.82647915843e-02+1.56668161994e+00j)	 (-2.91084357709e-02+1.56666919218e+00j)	 (-2.99520727871e-02+1.56665639824e+00j)	 (-3.07957024207e-02+1.56664323805e+00j)	 (-3.16393244594e-02+1.56662971155e+00j)	 (-3.24829386903e-02+1.56661581869e+00j)	 (-3.33265449002e-02+1.56660155939e+00j)	 (-3.41701428757e-02+1.56658693360e+00j)	 (-3.50137324026e-02+1.56657194125e+00j)	 (-3.58573132668e-02+1.56655658227e+00j)	 (-3.67008852532e-02+1.56654085659e+00j)	 (-3.75444481467e-02+1.56652476415e+00j)	 (-3.83880017317e-02+1.56650830486e+00j)	 (-3.92315457920e-02+1.56649147866e+00j)	 (-4.00750801109e-02+1.56647428546e+00j)	 (-4.09186044715e-02+1.56645672520e+00j)	 (-4.17621186562e-02+1.56643879778e+00j)
 (4.17676916903e-02+1.56664050709e+00j)	 (4.09240650048e-02+1.56665843743e+00j)	 (4.00804281381e-02+1.56667600057e+00j)	 (3.92367813079e-02+1.56669319657e+00j)	 (3.83931247313e-02+1.56671002552e+00j)	 (3.75494586252e-02+1.56672648750e+00j)	 (3.67057832056e-02+1.56674258258e+00j)	 (3.58620986884e-02+1.56675831082e+00j)	 (3.50184052890e-02+1.56677367231e+00j)	 (3.41747032222e-02+1.56678866711e+00j)	 (3.33309927026e-02+1.56680329529e+00j)	 (3.24872739442e-02+1.56681755691e+00j)	 (3.16435471607e-02+1.56683145205e+00j)	 (3.07998125653e-02+1.56684498076e+00j)	 (2.99560703710e-02+1.56685814310e+00j)	 (2.91123207904e-02+1.56687093913e+00j)	 (2.82685640355e-02+1.56688336892e+00j)	 (2.74248003183e-02+1.56689543252e+00j)	 (2.65810298501e-02+1.56690712997e+00j)	 (2.57372528421e-02+1.56691846135e+00j)	 (2.48934695052e-02+1.56692942669e+00j)	 (2.40496800498e-02+1.56694002604e+00j)	 (2.32058846863e-02+1.56695025946e+00j)	 (2.23620836244e-02+1.56696012700e+00j)	 (2.15182770739e-02+1.56696962868e+00j)	 (2.06744652440e-02+1.56697876457e+00j)	 (1.98306483441e-02+1.56698753469e+00j)	 (1.89868265828e-02+1.56699593910e+00j)	 (1.81430001688e-02+1.56700397782e+00j)	 (1.72991693106e-02+1.56701165090e+00j)	 (1.64553342162e-02+1.56701895836e+00j)	 (1.56114950937e-02+1.56702590025e+00j)	 (1.47676521508e-02+1.56703247659e+00j)	 (1.39238055951e-02+1.56703868742e+00j)	 (1.30799556340e-02+1.56704453275e+00j)	 (1.22361024747e-02+1.56705001263e+00j)	 (1.13922463244e-02+1.56705512707e+00j)	 (1.05483873899e-02+1.56705987609e+00j)	 (9.70452587794e-03+1.56706425972e+00j)	 (8.86066199531e-03+1.56706827798e+00j)	 (8.01679594849e-03+1.56707193088e+00j)	 (7.17292794393e-03+1.56707521845e+00j)	 (6.32905818797e-03+1.56707814070e+00j)	 (5.48518688685e-03+1.56708069763e+00j)	 (4.64131424675e-03+1.56708288927e+00j)	 (3.79744047378e-03+1.56708471562e+00j)	 (2.95356577400e-03+1.56708617668e+00j)	 (2.10969035340e-03+1.56708727248e+00j)	 (1.26581441797e-03+1.56708800301e+00j)	 (4.21938173644e-04+1.56708836827e+00j)	 (-4.21938173644e-04+1.56708836827e+00j)	 (-1.26581441797e-03+1.56708800301e+00j)	 (-2.10969035340e-03+1.56708727248e+00j)	 (-2.95356577400e-03+1.56708617668e+00j)	 (-3.79744047378e-03+1.56708471562e+00j)	 (-4.64131424675e-03+1.56708288927e+00j)	 (-5.48518688685e-03+1.56708069763e+00j)	 (-6.32905818797e-03+1.56707814070e+00j)	 (-7.17292794393e-03+1.56707521845e+00j)	 (-8.01679594849e-03+1.56707193088e+00j)	 (-8.86066199531e-03+1.56706827798e+00j)	 (-9.70452587794e-03+1.56706425972e+00j)	 (-1.05483873899e-02+1.56705987609e+00j)	 (-1.13922463244e-02+1.56705512707e+00j)	 (-1.22361024747e-02+1.56705001263e+00j)	 (-1.30799556340e-02+1.56704453275e+00j)	 (-1.39238055951e-02+1.56703868742e+00j)	 (-1.47676521508e-02+1.56703247659e+00j)	 (-1.56114950937e-02+1.56702590025e+00j)	 (-1.64553342162e-02+1.56701895836e+00j)	 (-1.72991693106e-02+1.56701165090e+00j)	 (-1.81430001688e-02+1.56700397782e+00j)	 (-1.89868265828e-02+1.56699593910e+00j)	 (-1.98306483441e-02+1.56698753469e+00j)	 (-2.06744652440e-02+1.56697876457e+00j)	 (-2.15182770739e-02+1.56696962868e+00j)	 (-2.23620836244e-02+1.56696012700e+00j)	 (-2.32058846863e-02+1.56695025946e+00j)	 (-2.40496800498e-02+1.56694002604e+00j)	 (-2.48934695052e-02+1.56692942669e+00j)	 (-2.57372528421e-02+1.56691846135e+00j)	 (-2.65810298501e-02+1.56690712997e+00j)	 (-2.74248003183e-02+1.56689543252e+00j)	 (-2.82685640355e-02+1.56688336892e+00j)	 (-2.91123207904e-02+1.56687093913e+00j)	 (-2.99560703710e-02+1.56685814310e+00j)	 (-3.07998125653e-02+1.56684498076e+00j)	 (-3.16435471607e-02+1.56683145205e+00j)	 (-3.24872739442e-02+1.56681755691e+00j)	 (-3.33309927026e-02+1.56680329529e+00j)	 (-3.41747032222e-02+1.56678866711e+00j)	 (-3.50184052890e-02+1.56677367231e+00j)	 (-3.58620986884e-02+1.56675831082e+00j)	 (-3.67057832056e-02+1.56674258258e+00j)	 (-3.75494586252e-02+1.56672648750e+00j)	 (-3.83931247313e-02+1.56671002552e+00j)	 (-3.92367813079e-02+1.56669319657e+00j)	 (-4.00804281381e-02+1.56667600057e+00j)	 (-4.09240650048e-02+1.56665843743e+00j)	 (-4.17676916903e-02+1.56664050709e+00j)
 (4.17731491533e-02+1.56683803407e+00j)	 (4.09294122999e-02+1.56685596728e+00j)	 (4.00856652602e-02+1.56687353322e+00j)	 (3.92419082520e-02+1.56689073198e+00j)	 (3.83981414925e-02+1.56690756362e+00j)	 (3.75543651986e-02+1.56692402823e+00j)	 (3.67105795865e-02+1.56694012588e+00j)	 (3.58667848722e-02+1.56695585664e+00j)	 (3.50229812712e-02+1.56697122058e+00j)	 (3.41791689984e-02+1.56698621778e+00j)	 (3.33353482685e-02+1.56700084830e+00j)	 (3.24915192956e-02+1.56701511221e+00j)	 (3.16476822935e-02+1.56702900957e+00j)	 (3.08038374756e-02+1.56704254044e+00j)	 (2.99599850549e-02+1.56705570489e+00j)	 (2.91161252441e-02+1.56706850297e+00j)	 (2.82722582554e-02+1.56708093475e+00j)	 (2.74283843008e-02+1.56709300027e+00j)	 (2.65845035918e-02+1.56710469960e+00j)	 (2.57406163397e-02+1.56711603279e+00j)	 (2.48967227554e-02+1.56712699988e+00j)	 (2.40528230495e-02+1.56713760093e+00j)	 (2.32089174324e-02+1.56714783599e+00j)	 (2.23650061141e-02+1.56715770510e+00j)	 (2.15210893044e-02+1.56716720831e+00j)	 (2.06771672126e-02+1.56717634566e+00j)	 (1.98332400481e-02+1.56718511719e+00j)	 (1.89893080198e-02+1.56719352294e+00j)	 (1.81453713364e-02+1.56720156294e+00j)	 (1.73014302065e-02+1.56720923725e+00j)	 (1.64574848383e-02+1.56721654589e+00j)	 (1.56135354399e-02+1.56722348888e+00j)	 (1.47695822191e-02+1.56723006628e+00j)	 (1.39256253837e-02+1.56723627810e+00j)	 (1.30816651411e-02+1.56724212437e+00j)	 (1.22377016988e-02+1.56724760512e+00j)	 (1.13937352638e-02+1.56725272038e+00j)	 (1.05497660432e-02+1.56725747016e+00j)	 (9.70579424386e-03+1.56726185449e+00j)	 (8.86182007261e-03+1.56726587340e+00j)	 (8.01784373607e-03+1.56726952688e+00j)	 (7.17386544078e-03+1.56727281498e+00j)	 (6.32988539319e-03+1.56727573769e+00j)	 (5.48590379964e-03+1.56727829503e+00j)	 (4.64192086643e-03+1.56728048702e+00j)	 (3.79793679977e-03+1.56728231366e+00j)	 (2.95395180582e-03+1.56728377496e+00j)	 (2.10996609068e-03+1.56728487094e+00j)	 (1.26597986044e-03+1.56728560158e+00j)	 (4.21993321153e-04+1.56728596690e+00j)	 (-4.21993321153e-04+1.56728596690e+00j)	 (-1.26597986044e-03+1.56728560158e+00j)	 (-2.10996609068e-03+1.56728487094e+00j)	 (-2.95395180582e-03+1.56728377496e+00j)	 (-3.79793679977e-03+1.56728231366e+00j)	 (-4.64192086643e-03+1.56728048702e+00j)	 (-5.48590379964e-03+1.56727829503e+00j)	 (-6.32988539319e-03+1.56727573769e+00j)	 (-7.17386544078e-03+1.56727281498e+00j)	 (-8.01784373607e-03+1.56726952688e+00j)	 (-8.86182007261e-03+1.56726587340e+00j)	 (-9.70579424386e-03+1.56726185449e+00j)	 (-1.05497660432e-02+1.56725747016e+00j)	 (-1.13937352638e-02+1.56725272038e+00j)	 (-1.22377016988e-02+1.56724760512e+00j)	 (-1.30816651411e-02+1.56724212437e+00j)	 (-1.39256253837e-02+1.56723627810e+00j)	 (-1.47695822191e-02+1.56723006628e+00j)	 (-1.56135354399e-02+1.56722348888e+00j)	 (-1.64574848383e-02+1.56721654589e+00j)	 (-1.73014302065e-02+1.56720923725e+00j)	 (-1.81453713364e-02+1.56720156294e+00j)	 (-1.89893080198e-02+1.56719352294e+00j)	 (-1.98332400481e-02+1.56718511719e+00j)	 (-2.06771672126e-02+1.56717634566e+00j)	 (-2.15210893044e-02+1.56716720831e+00j)	 (-2.23650061141e-02+1.56715770510e+00j)	 (-2.32089174324e-02+1.56714783599e+00j)	 (-2.40528230495e-02+1.56713760093e+00j)	 (-2.48967227554e-02+1.56712699988e+00j)	 (-2.57406163397e-02+1.56711603279e+00j)	 (-2.65845035918e-02+1.56710469960e+00j)	 (-2.74283843008e-02+1.56709300027e+00j)	 (-2.82722582554e-02+1.56708093475e+00j)	 (-2.91161252441e-02+1.56706850297e+00j)	 (-2.99599850549e-02+1.56705570489e+00j)	 (-3.08038374756e-02+1.56704254044e+00j)	 (-3.16476822935e-02+1.56702900957e+00j)	 (-3.24915192956e-02+1.56701511221e+00j)	 (-3.33353482685e-02+1.56700084830e+00j)	 (-3.41791689984e-02+1.56698621778e+00j)	 (-3.50229812712e-02+1.56697122058e+00j)	 (-3.58667848722e-02+1.56695585664e+00j)	 (-3.67105795865e-02+1.56694012588e+00j)	 (-3.75543651986e-02+1.56692402823e+00j)	 (-3.83981414925e-02+1.56690756362e+00j)	 (-3.92419082520e-02+1.56689073198e+00j)	 (-4.00856652602e-02+1.56687353322e+00j)	 (-4.09294122999e-02+1.56685596728e+00j)	 (-4.17731491533e-02+1.56683803407e+00j)
 (4.17784910116e-02+1.56703137745e+00j)	 (4.09346463240e-02+1.56704931347e+00j)	 (4.00907914451e-02+1.56706688216e+00j)	 (3.92469265928e-02+1.56708408361e+00j)	 (3.84030519843e-02+1.56710091789e+00j)	 (3.75591678367e-02+1.56711738507e+00j)	 (3.67152743663e-02+1.56713348524e+00j)	 (3.58713717892e-02+1.56714921847e+00j)	 (3.50274603209e-02+1.56716458482e+00j)	 (3.41835401766e-02+1.56717958436e+00j)	 (3.33396115709e-02+1.56719421717e+00j)	 (3.24956747182e-02+1.56720848331e+00j)	 (3.16517298323e-02+1.56722238285e+00j)	 (3.08077771267e-02+1.56723591584e+00j)	 (2.99638168146e-02+1.56724908235e+00j)	 (2.91198491086e-02+1.56726188243e+00j)	 (2.82758742211e-02+1.56727431616e+00j)	 (2.74318923643e-02+1.56728638357e+00j)	 (2.65879037497e-02+1.56729808473e+00j)	 (2.57439085887e-02+1.56730941969e+00j)	 (2.48999070924e-02+1.56732038850e+00j)	 (2.40558994715e-02+1.56733099122e+00j)	 (2.32118859364e-02+1.56734122788e+00j)	 (2.23678666972e-02+1.56735109853e+00j)	 (2.15238419638e-02+1.56736060323e+00j)	 (2.06798119458e-02+1.56736974201e+00j)	 (1.98357768525e-02+1.56737851491e+00j)	 (1.89917368929e-02+1.56738692198e+00j)	 (1.81476922760e-02+1.56739496325e+00j)	 (1.73036432102e-02+1.56740263875e+00j)	 (1.64595899041e-02+1.56740994853e+00j)	 (1.56155325657e-02+1.56741689262e+00j)	 (1.47714714031e-02+1.56742347104e+00j)	 (1.39274066240e-02+1.56742968384e+00j)	 (1.30833384360e-02+1.56743553102e+00j)	 (1.22392670467e-02+1.56744101263e+00j)	 (1.13951926632e-02+1.56744612869e+00j)	 (1.05511154927e-02+1.56745087922e+00j)	 (9.70703574216e-03+1.56745526424e+00j)	 (8.86295361853e-03+1.56745928377e+00j)	 (8.01886932852e-03+1.56746293783e+00j)	 (7.17478307877e-03+1.56746622644e+00j)	 (6.33069507584e-03+1.56746914961e+00j)	 (5.48660552618e-03+1.56747170735e+00j)	 (4.64251463618e-03+1.56747389968e+00j)	 (3.79842261216e-03+1.56747572661e+00j)	 (2.95432966038e-03+1.56747718814e+00j)	 (2.11023598706e-03+1.56747828429e+00j)	 (1.26614179837e-03+1.56747901505e+00j)	 (4.22047300480e-04+1.56747938042e+00j)	 (-4.22047300480e-04+1.56747938042e+00j)	 (-1.26614179837e-03+1.56747901505e+00j)	 (-2.11023598706e-03+1.56747828429e+00j)	 (-2.95432966038e-03+1.56747718814e+00j)	 (-3.79842261216e-03+1.56747572661e+00j)	 (-4.64251463618e-03+1.56747389968e+00j)	 (-5.48660552618e-03+1.56747170735e+00j)	 (-6.33069507584e-03+1.56746914961e+00j)	 (-7.17478307877e-03+1.56746622644e+00j)	 (-8.01886932852e-03+1.56746293783e+00j)	 (-8.86295361853e-03+1.56745928377e+00j)	 (-9.70703574216e-03+1.56745526424e+00j)	 (-1.05511154927e-02+1.56745087922e+00j)	 (-1.13951926632e-02+1.56744612869e+00j)	 (-1.22392670467e-02+1.56744101263e+00j)	 (-1.30833384360e-02+1.56743553102e+00j)	 (-1.39274066240e-02+1.56742968384e+00j)	 (-1.47714714031e-02+1.56742347104e+00j)	 (-1.56155325657e-02+1.56741689262e+00j)	 (-1.64595899041e-02+1.56740994853e+00j)	 (-1.73036432102e-02+1.56740263875e+00j)	 (-1.81476922760e-02+1.56739496325e+00j)	 (-1.89917368929e-02+1.56738692198e+00j)	 (-1.98357768525e-02+1.56737851491e+00j)	 (-2.06798119458e-02+1.56736974201e+00j)	 (-2.15238419638e-02+1.56736060323e+00j)	 (-2.23678666972e-02+1.56735109853e+00j)	 (-2.32118859364e-02+1.56734122788e+00j)	 (-2.40558994715e-02+1.56733099122e+00j)	 (-2.48999070924e-02+1.56732038850e+00j)	 (-2.57439085887e-02+1.56730941969e+00j)	 (-2.65879037497e-02+1.56729808473e+00j)	 (-2.74318923643e-02+1.56728638357e+00j)	 (-2.82758742211e-02+1.56727431616e+00j)	 (-2.91198491086e-02+1.56726188243e+00j)	 (-2.99638168146e-02+1.56724908235e+00j)	 (-3.08077771267e-02+1.56723591584e+00j)	 (-3.16517298323e-02+1.56722238285e+00j)	 (-3.24956747182e-02+1.56720848331e+00j)	 (-3.33396115709e-02+1.56719421717e+00j)	 (-3.41835401766e-02+1.56717958436e+00j)	 (-3.50274603209e-02+1.56716458482e+00j)	 (-3.58713717892e-02+1.56714921847e+00j)	 (-3.67152743663e-02+1.56713348524e+00j)	 (-3.75591678367e-02+1.56711738507e+00j)	 (-3.84030519843e-02+1.56710091789e+00j)	 (-3.92469265928e-02+1.56708408361e+00j)	 (-4.00907914451e-02+1.56706688216e+00j)	 (-4.09346463240e-02+1.56704931347e+00j)	 (-4.17784910116e-02+1.56703137745e+00j)
